author,comment,likes,published_at
@agungrobin6558,Wadoh rusak bisa membocorkan data dan merusak data pribadi😊😊😊,0,2025-05-06T03:14:08Z
@pandipilar1679,"Y,,,jelaslah pemerintah nya yg gagal,bobrok",0,2025-05-06T03:11:36Z
@MohdAzaha,Bagi wang cuma cuma???  Tunggu.uuu..,0,2025-05-06T03:07:08Z
@ykwim9536,"Lol, demi ratusan ribu klian dibodohi.... 
Pulau jawa emang pling aneh sndiri.",1,2025-05-06T03:05:13Z
@王フエキ,TTTTOOOOOOLLLLLOOOLLL,0,2025-05-06T03:02:47Z
@IdiCharsidi,Rakyat dah miskin bos...rakyat tuh buat makan saja susah ...sekarang semua pada naik harga harga belum beben biaya pendisikan anak2nya...,0,2025-05-06T03:00:21Z
@eCyber-y1k,untuk memberi pukulan kepada pemerintah dan negara atas ketidak mampuan nya menangani rakyatnya dengan baik,0,2025-05-06T02:59:50Z
@HijamAtala,"Dalam Hal ini pemerintah harus Hadir.
Apa pengambilan data Retina itu.
Untuk pakar di dugital ini kasih apa tujuan nya.jelas kan secara spesifik.
Ingat Indonesia lagi mengahadapi perang dagang.
Qris itu di Tentang Amerika Bro.",0,2025-05-06T02:56:12Z
@AstonSwijetty-fp9rt,Bukti nyata pemerintah ga pengen rakyatnya cerdas pintar agar bisa di kadalin😢,0,2025-05-06T02:53:57Z
@Sukses-s3f,"Sukses misi yg diterbangkan keluar angkasa 
indonesia jadi bahan percobaan
kominfo hanya menonton.",0,2025-05-06T02:51:28Z
@joesairrifle3837,"patut diwaspadai,,kita bikin ktp juga scan retina mata,,jangan sampai scaners yg dilakukan world digunakan untuk masuk ke data kependudukan kita,,,makanya mereka bisa kalkulasi data kemiskinan di indonesia",1,2025-05-06T02:49:53Z
@PerutNdut,"Padahal kita registrasi email,fb, tiktop dll aja sama halnya dg memberikan data.

Belum lagi ""fitur sidik jari"" smartphone. Ini sama halnya kita me""rekam""kan data sijdik jari ke smartpon.
Nanti ada system di dlm aplikasi yg akan bertindak ""begini begitu"" ke jaringan ""luas"". #Sekedar anlisa aja",0,2025-05-06T02:49:33Z
@cuangratisan3046,"hadeh .. ywd biarin aja lah ,emang pemerintah mau ngasuh 800rb ?",0,2025-05-06T02:49:33Z
@muksony3862,"Warga negara semoga lebih bijaksana lagi .
Contoh yg sudah lama terjadi 
Saat masyarakat menyerahkan foto copian kk dan ktp dg modus untuk pendataan suatu instansi dan kemudian di kasih bansos berupa sembako.
Data retina bisa ada data face unlock .
Semoga tidak ada udang di balik bakwan",0,2025-05-06T02:43:40Z
@dav1dgear,"Konsepnya sama dengan grab, gojek, dan semua aplikasi lain yang memberi diskon atau cashback sih. Ya itu memang teknik marketing.",0,2025-05-06T02:43:11Z
@filmvidia9552,Kira kira duitnya halal kg sih,0,2025-05-06T02:42:21Z
@AnggahAndriadyputra,Lah mending jual ginjal lah,0,2025-05-06T02:31:52Z
@baritafriska3828,"Ntar data bisa salah guma,mmg miskin Konoha",0,2025-05-06T02:29:53Z
@adiyansyah8315,BUKTI NYATA 60% INDONRSIA BANYAK YG MISKIN,0,2025-05-06T02:22:45Z
@superduper6274,"Data mana sih yg ga bocor 😂
Bukan nya data data penduduk Indonesia sudah bocor dari dulu lucu nya😂",0,2025-05-06T02:18:00Z
@DeniIrawan-y6o,Untuk apa itu??,0,2025-05-06T02:12:37Z
@mt0096,Korban penipuan itu memang kebanyakan orang yang Miskin dan ber’SDM rendah 😢 Turut prihatin..,0,2025-05-06T02:11:43Z
@karaekonadarendah2840,"salah 1 bukti hasil  kepemimpinan mulyono..
ayo fuffafa lanjutkan kesuksesan bapakmu..
kaum 58 selalu mendukung anak cucu mulyono jadi pemimpin negri ini...
gak ada yg pantas jadi pemimmpin negri ini, baik partai, gubernur, presiden, badan hukum, selain keluarga mulyono..
karna mulyono adalah titisan ratu adil..
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",0,2025-05-06T02:10:45Z
@slametwaluyo5815,Nanti tahu tahu punya hutang milyaran terus baru demo menuntut pemerintah melindungi data warganya 😂😂😂,0,2025-05-06T02:09:26Z
@Ibizasurabaya9,"Mungkinkah mereka yang mendaftar dan dipihk Yg bersangkutan mereka yang mendaftar akan diajukan Pinjol dan dapat uangnya, siapa disini yang udah daftar di apk itu dan apakah benar dapat uangnya?",0,2025-05-06T02:07:20Z
@mantrihutan,"Ikut transmigrasi saja, tanam lombok. Lebih aman dan halal",0,2025-05-06T02:05:08Z
@AndriYansyah-n7i,Secara tidak langsung mereka menjual data dirinya ke aplikasi 😂😂😂😂 gak ada yang mau rugi tau gak,0,2025-05-06T01:59:12Z
@Kurisunana,"data ektp aj udh ilang dri dlu
skrng nglengkapin yg kurang aj",0,2025-05-06T01:47:25Z
@mawardi0675,Pembodohan untuk orang orang indo (pemerintah) tak punya wibawa,0,2025-05-06T01:41:10Z
@BangFajar-ll6lz,Selagi belum ada izin dari pemerintah retina tetap berbahaya karna menyangkut data seseorang.!!.... Jangan  sampai tertipu.,0,2025-05-06T01:34:11Z
@Endosskarambol,"data retinamu di beli kelak semua transaksi akan menggunakan data retina, dan data retinamu sudah terjual sehingga kamu akan kesulitan bertransaksi..

Gk percaya?? kita buktikan 5thn lagi

Konoha""..",0,2025-05-06T01:32:58Z
@rendyshofwanpratama6974,"Bukankah irish code itulah extraksi dari pengambilan foto retina trsebut.. Fotonya ya sudah tidak dibutuhkan lagi... 😅
M bangking aja cuma perlu data wajah,, tidak sampai foto retina😅",0,2025-05-06T01:31:31Z
@yusupasen5734,Jangan brooo data kamu bisa d olah buat tekknologi ke depan terutama robot ai. Jada robot akan sama dengan manusia data nya kiamaaattt,0,2025-05-06T01:25:51Z
@kris_9000,"gue miskin ga masalah retina di scan 800rb lumayan, perbanyak saja aplikasi beginian, lagian apa cuma pake data retina saja tanpa didukung data lain utk verifikasi sesuatu, spti alamat, no hp, no ktp, no kk dll. maklumin aja buat yg miskin ga bisa kerja dan susah cari uang. wkwkwk",0,2025-05-06T01:20:09Z
@SopanWidodo,"Narasumber nya kurang kompeten, 😂😂 ngomong nya aja e e e e e",0,2025-05-06T01:19:43Z
@cindelaras1386,Mestinya ahli nya Roy suryo biar byk yg percaya wkwkwk,0,2025-05-06T01:16:11Z
@kongkowlmi2164,Di tangerang jg ada,0,2025-05-06T01:10:30Z
@Peternakboileramatir,"Harusnya pemeerintah sadar knpa rakyatnya begini, ekonomi sekarat, lapangan kerja minim, buka usaha d ganggu ormas kmiskinan melonjak, narkoba meluas, judi tak d berantas itu sebabnya rakyat begini.
Jgn cuma bilang rakyat yg salah pemerintah pn salah.",0,2025-05-06T01:10:16Z
@MuhammadAbdulah-rw7rs,"Ya namanya juga negara miskin wajar lah ..
Krna negara tidak memberi kita uang malah majakin  kita",0,2025-05-06T01:05:57Z
@jalannyuk,"Yah Krn kegobloan pemerintah lah, gagal menyediakn lapangan kerja 😂😂😂,",2,2025-05-06T01:02:54Z
@ababill9086,Tidak ada mkn siang gertis,0,2025-05-06T00:55:11Z
@sirojalhuda6862,"Kocak...,😂😂😂",0,2025-05-06T00:53:33Z
@golemyuhu,"data retina? proof of human dibilang data retina😂, worldcoin itu tech blockchain yg punya ekosistem sendiri dan mengalokasikan suplay untuk user.",0,2025-05-06T00:51:53Z
@tonnysalim6656,Pengamat ini hanya memahami teknis dan mekanisme Digital dan Blockchain tapi Dia samasekali gak mengerti tujuan dan maksud (tersembunyi) aplikasi ini dibuat,3,2025-05-06T00:50:25Z
@Keyyraaaalqir,retina = disalah gunakan datanya? 😂😂😂😂,0,2025-05-06T00:47:45Z
@fakhronyfakhrony8232,Terdesak,0,2025-05-06T00:46:35Z
@putraaji3324,Sekumpulan orang orang tolol,0,2025-05-06T00:41:36Z
@RebinRobinho,Mari kita harus cerdas dari pada beli kripto lebih baik beli emas,0,2025-05-06T00:39:06Z
@MHaad-ke2kl,"Data Retina itu kinerjanya seperti Scan Barcode, melalui selaput Retina Mata. Untuk membuka Seluruh Akses Data pribadi Anda, dibutuhkan Scanner tersebut tanpa persetujuan cap Jari ataupun Tanda Tangan.",0,2025-05-06T00:33:58Z
@ridwandeak6164,"deket rumah gua tuh 😅😅, kirain selama ini antri sembako atau apa gitu😅😅",0,2025-05-06T00:33:38Z
@kotaro8034,Data WNI kan dah jebol dijual didarksite sekalian aja di obral,1,2025-05-06T00:31:28Z
@mimibaw2291,"pemerintah harusnya mikir dari kejadian ini kalo rakyatnya masih banyak yang miskin, makan gratis bukan solusi buat masyarakat indonesia, apalagi investasi"" bodong :/",0,2025-05-06T00:30:11Z
@skylavalerie534,"Harusnya di larang smaa negara
Negara diam saja
Kayak tidak ada guna",0,2025-05-06T00:21:49Z
@meguriyuu5573,"dah dari 2023, hebohnya baru sekarang 🤣🤣🤣",0,2025-05-06T00:21:00Z
@AgusTicolu,Yg begini mesti di perbanyak app nya biar masyarakat indo merasa terbantu,0,2025-05-06T00:20:15Z
@hotbybrz3516,"Tidak ada data online yg aman di dunia.
Mas ruby harusnya lebih paham dgn hal itu. Anda sudah pro dalam hal dunia digital.",0,2025-05-06T00:18:09Z
@asdfgh-j4l,pakarnya digital aja ngomongnya empuk mungkin disogok dri pihak aplikator.,0,2025-05-06T00:18:05Z
@Indonesiax14,"Sebenarnya banyak warga yg  tergolong ekonomi menengah.
BUKAN KARENA BENAR MISKIN
TAPI
PENYAKIT ""MENTAL MISKIN"" SEDANG MELANDA BANGSA INDONESIA.
ADA YG SALAH dengan  ""main set"" Masyarakat Indonesia.
WASPADA",0,2025-05-06T00:18:03Z
@ChanelSerialAivideos,"Ini koinnya sam altman CEO Open Ai...
Bukan hanya di Indonesia ini juga ada di singapura, india dll",2,2025-05-06T00:17:22Z
@Shanum-n5y,Ini bukti susah lapangan pekerjaan,0,2025-05-06T00:16:18Z
@TiaErte-up9yn,Gak beda jauhlah dgn program presiden jkw waktu itu di kasih BANSOS tp di arahkan dan di suruh nyoblos 02😂,0,2025-05-06T00:10:08Z
@rskputri2699,"Kenapa harus make mata??? 
Kalau cuma download aplikasi saja baru deh",0,2025-05-06T00:09:18Z
@Alien-86-s6x,Data kita itu sudah ada semua di dukcapil pas pilpres pilgub piliek flu hidung meler + batuk,0,2025-05-06T00:07:51Z
@qianaramadhany609,"D kSh cerdas milihny makan shrsy smbil joget ok gas ok gas dong,,,org low otaky isiny cma makan fikk g bsa mikir",0,2025-05-06T00:06:27Z
@bageurboedak2022,"Bodoh atau gimana ya?? mudah bangett tergiur dengan gratisan,,instant (gak mau kerja).",1,2025-05-06T00:02:30Z
@RahmatAdity,Bukti pemerintah gagal mensejahterakan rakyatnya,0,2025-05-06T00:01:52Z
@kritiksingkong,"Negara gagal, rakyatnya pun terjual seperti jaman kolonial Belanda, rakyat jawanya dijual rajanya sendiri",0,2025-05-06T00:01:32Z
@m.faridilmi2808,"Airdrop kinto,privasea juga sama seperti ini",0,2025-05-05T23:58:39Z
@bbm0032,"Itu data diri loh,.koq mau dijual hanya dengan beberapa ratus ribu",0,2025-05-05T23:57:51Z
@SlametHidayatulloh-xc2if,"Lama"" ginjal y di tuker duwit",0,2025-05-05T23:57:09Z
@dodiburman,World coin,0,2025-05-05T23:55:12Z
@maulanafidyan9288,Ini adalah jalan menuju Indonesia Hancur tinggal nama .sesuai prediksi Prabowo.,0,2025-05-05T23:51:11Z
@Benzlamet,Dapat nominal brp sih??? Apakh dpt setiap bulan???  Serius nanya.😅,0,2025-05-05T23:45:02Z
@HadriYanto-d8n,Kita tidak sadar kita dijebak oleh teknologi asing data kita dikasi kepihak asing AI itulah Intel lezjen asing itu ada udang dibalik batu kita tidak tau kita akan dikendalikan dan diperbudak.,0,2025-05-05T23:44:41Z
@IqbalRazali-qu1io,"Kebiasaan kaum bansos. 
Klo orang normal pasti curiga.",0,2025-05-05T23:40:22Z
@iwaklundu234,Nanti yg ikut2an gk lama lg ada tagihan ratusan juta...,0,2025-05-05T23:38:38Z
@ferdieomb1576,"Negara kaya, rakyat miskin",1,2025-05-05T23:37:14Z
@sugengmts1317,Waduh itu pemerintah diam aja kemana para pejabatnya apa masih bobo manis ya🤔🤫🤫🤫🤫🤫🤫😴😴😴😴,0,2025-05-05T23:36:33Z
@Srikandi-e7o,Takut di salah gunakan,0,2025-05-05T23:28:11Z
@MutMainah-kd4yb,Di jakarta belum lama juga ada ...dapat uang 250,0,2025-05-05T23:21:24Z
@halimatulsyadiah7065,Ini akibat dari kegagalan pemerintah menyejahterakan rakyatnya,0,2025-05-05T23:10:46Z
@sribusatuytchannels1318,andai dapetnya 30 juta/retina  x 250 juta penduduk .. kita bisa bayar lunas hutang negara 😂😂,0,2025-05-05T23:04:49Z
@FaruqAz-g5i,Miris nya pemerintah tida bisa menjamin rakyat nya,0,2025-05-05T23:00:54Z
@aguspriandaru5454,Kok gak yakin gw sama ni orang,0,2025-05-05T22:56:08Z
@MynameisRiochan,Negara gagal kasih makan rakyat nya,1,2025-05-05T22:49:07Z
@mrizkym7414,"Jual data diri cuma untuk mendapatkan sesuap nasi 800k dan itu cuma bisa bertahan 3 hari tapi resiko nya menjual data diri privansi kita bisa jangka panjang, sebab takut disalahgunakan orang yg tidak bertanggung jawab seperti untuk daftar pinjol atau yg lain nya",3,2025-05-05T22:46:22Z
@magerlur9838,"Logika aja mereka apa gak mikir, cari duit itu sulit... kalau sampai mudah pasti ada apa apanya? Itu mencurigakan",0,2025-05-05T22:36:37Z
@AkunBuzzer-q4r,Selagi dipegang rusia kami percayakan,0,2025-05-05T22:33:13Z
@sugengsubekti9879,Tidak mungkin data retina setelah pakai langsung di hapus sudah pasti otomatis tersimpan di era perkembangan teknologi yg falid kita harus berhati - hati dgn data apapun yg ada pada diri kita dan keluarga kita..,0,2025-05-05T22:30:51Z
@binjak4719,"Sakin susah ny hidup rkyat,",0,2025-05-05T22:01:57Z
@GEDEBAKBAK,"Halah gitu aja heboh..., itu tu baru uji coba ajaa,  UDIK  banget ORANG INDONESIA HAL SEPERTI ITU DIANGGAP PENYEBARAN data SOK sok an",1,2025-05-05T21:53:06Z
@wahidin9809,"Apa bsa dipercaya kalo data scan mata hanya disimpan sementara ? apa kita  bisa lacak ? sepertinya itu hanya akal""an mereka saja.",0,2025-05-05T21:52:05Z
@CandaSatwa,Sidik jari=retina .apakah fungsi sama ?,0,2025-05-05T21:52:00Z
@aidangavriel8997,Bahkan jk saat ini ngra di serang dijajah lagi oleh ngra lain😂ga kebayang brpa org yg akan berhianat mnjdi musuh dlm negara sndri😂nasionalisme luntur krn ngra trllu acuh dan menjamurnya sifat korup😊,1,2025-05-05T21:38:59Z
@aidangavriel8997,Ya elah...yg ptg duit lah...org jual kelamin aja banyak ga di urus kok.peduli apa negara sm rakyatnya,0,2025-05-05T21:37:31Z
@oksbangets,Ruginya mereka apa?,0,2025-05-05T21:28:38Z
@mayasutikno9190,Amit amit dah...itu ntar kalo disalahgunain bisa modiyar sendiri kitanya...,0,2025-05-05T21:16:50Z
@idung1338,"Bolehlah buat tambahan,gak bisa diharapkan dari pemerintah dizaman susah kayak gini,ngelamar kerja belum dipanggil panggil cuma berharap diojol doang ,dan ojol pun ga diperhatikan sama pemerintah😢",0,2025-05-05T20:55:25Z
@onesiforusdaniel8065,Tidak ada makan siang gratis.....,0,2025-05-05T20:31:57Z
@WidiCiparis,"Dari tadi saya ikutin berbagai narasumber Metro tv ngga ada yang meyakinkan 😂😂
Emang serba dilema orang tahu nya hanya melarang jangan scan retina berbahaya..tapi ngga berikan solusi mau makan ngga punya duit ini ada yang nawarin duit 200k sampai 800k siapa ngga mau bagi orang kecil mereka ngga punya rahasia apa apa yang mereka tahu dapat duit",2,2025-05-05T19:57:42Z
@Haryantoyo,Hari gini gk ada yg gratis.....klo ad yg gratis pasti ada apa apa nya🙏🙏🙏,0,2025-05-05T19:54:40Z
@m4d2kzloen46,Mereka tidak akan pernah mendapatkan apa yg mereka cari atas kecerobohan mereka.,0,2025-05-05T19:47:28Z
@el-azamchanel5264,"pada ribut data bocor, emang data udah pada bocor banyak situs pemerintah ke hack dan di jual beli data di situs dark web.",1,2025-05-05T19:26:22Z
@plts-pjw,Kkirain pakatbdigitalnya riysuryo wkwkwkwkw,0,2025-05-05T19:17:01Z
@bambangpamungkas3521,"Ya ini terjadi kan karna pemerintah ma DPR Gak becus ngurus negara. 😂😂 Korupsi di mana2 hukuman koruptor di peringan. Hukum Indo TOLOL. Lapangan Pekerjaan susah, Ormas dimana2.Pemerintah ma DPR Gak Guna😅",0,2025-05-05T18:58:50Z
@Vyanal,"Lah dulu bitcoin juga dibagiin gratis, etherium, stellar, xrp lah emang industri crypto begitu semuanya dibagiin gratis di awal, emang aja pemerintah mau malak ini mah",0,2025-05-05T18:53:26Z
@widjoyo998,pengalihan isu,1,2025-05-05T18:40:15Z
@AndiSetiawan-qo5dl,😂 hadeuhh miris,0,2025-05-05T18:13:35Z
@senahyouka,Pintar pintar bodoh demi receh gatau data buat utang jutaan waktu jatuh tempo kaget ga merasa utang padahal data diserahkan demi uang,0,2025-05-05T18:10:41Z
@LiuWeiching,"Beginilah SDM kita,otak jangka pendek",0,2025-05-05T17:45:20Z
@niruschanel4626,"Uangnya buat rakyat kecil sih gak berbahaya. Apa sih pentingnya data buat orang susah, tabungan aja 0 rupiah. Emang gak boleh ya rakyat dapat duit gratis. Sampe seheboh gini. Padahal mereka(world) sdg bakar duit agar world kriptonya naik, ini mirip cara apk gojek  membagi saham goto  ke driver. Gitu aja panik...mana ada retina bisa ambil data. Hadeh....ke khawatiran yg membagongkan.",1,2025-05-05T17:32:33Z
@ojiijo23,Di Tangsel mah udah dr mau lebaran.,0,2025-05-05T17:28:44Z
@Kurangmanis-gy8bg,Kawan2 saya dah dapat.. Saya je belum daftar. World Coin di Malaysia masuk tahun lepas.,0,2025-05-05T17:20:31Z
@iwaydin3436,"Biarin aja,
itu hak² mereka koq yg mau😂
Emng ngerugiin kalian atau pemerintah,,
Blm tentu pemerintah peduli ama rakyat nya🤣🤣

Rakyat sampe begitu, mungkin emng lg nganggur,ga punya duit buat mkn, duit cuma² 230rb lumayan bagi mereka,,
itu dpt 12 bulan kan lumayan,,

inti nya itu kan ga dipaksa, yg mau aja, dan ga ngerugiin kalian atau pemerintah,,okay",0,2025-05-05T17:19:14Z
@SurantoTmg,HATI HATI ❤❤❤ MATA DUITAN  malah menyalahkan pemerintah,0,2025-05-05T17:12:39Z
@andryberkarya,Ijazah pak Wiwi https://youtube.com/shorts/-LtyvIh7sxE?si=L8ZHHorywtvnJP7B,0,2025-05-05T17:12:09Z
@prediksibolamafia9937,Bahaya udah kalo bayar nya lewat Bitcoin gak terdeteksi siapa yg ngirim,1,2025-05-05T17:10:50Z
@dapoerberkahkita9467,"Indonesia negara susah bos, lowongan kerja langkah, kalopun ada cuman 1 ampe 2 yang di terima, sisanya usia ipk dan harus bisa speak English or mandarin jadi beban masyarakat, wajarlah banyak kriminalitas di Indonesia 😂 ga jauh dari jajahan belanda konsep kehidupan model gini",0,2025-05-05T17:10:18Z
@aqilahnasyuha2047,"Ini orang ngomong , mau tanggung jawab nggak kalo ada kebobolan data.
Gx ada pengusaha yg mau rugi ngasih uang cuma cuma.",0,2025-05-05T17:08:56Z
@raff1584,pertanyaannya apakah world ini open source? jika tidak maka sulit melakukan audit utk memastikan isi programnya aman dan tdk ada penyalahgunaan data sesuai klaim mereka,0,2025-05-05T16:59:21Z
@DonAndry21,Kekayaan Indonesia hanya untuk koruptor dan investor china😢,0,2025-05-05T16:48:57Z
@Malvazam-zd5on,Di negara maju aja emang ada?,0,2025-05-05T16:42:58Z
@Pooching_yin,Tagih ke Gibran yg katanya siap menyediakan 19 juta lapangan pekerjaan baru waktu kampanye...,4,2025-05-05T16:41:24Z
@ajisdoankcf,"lumayan duit, pemerintah boro2 ngasih duit, gw aja ojol jaman2 covid ga dpt bantuan sama sekali",0,2025-05-05T16:37:48Z
@herunding861,Demi Rupiah Jangankan cuma retina nyawanya aja pasti diberikannya juga...🤭...Dijamin sukses bisnisnya di Negara +62,1,2025-05-05T16:33:45Z
@Priyo-xn2ic,"Ada aroma tidak enak di kemudian hari ......ati2 buat yg udah scan retina ...bnyk2 berdoa .
Awas, jgn sembarangan ngasi data pribadi ke siapapun.",0,2025-05-05T16:31:02Z
@Priyo-xn2ic,"Ada aroma tidak enak di kemudian hari ......ati2 buat yg udah scan retina ...bnyk2 berdoa .
Awas, jgn sembarangan ngasi data pribadi ke siapapun.",13,2025-05-05T16:30:56Z
@arifaryanto6595,Emang bukan dongeng era yakju makjuj asli dan kroco2nya Dajjal bibit Dajjal,0,2025-05-05T16:29:12Z
@Deozachannel,Ini fungsinya buat apa ya...,0,2025-05-05T16:18:39Z
@SafariWirawan-f1b,KLO 😮 world app di bekukan fikirin susahnya rakyat masyarakat yg dibawah 😅😅,0,2025-05-05T16:16:07Z
@sandirawan5178,Make problem and solved problem,0,2025-05-05T16:15:52Z
@enceprusdi1152,Tolong beresin dong itu world gw udah ikut ikutan scan mata lg malah gk dapet apa apa,4,2025-05-05T15:45:08Z
@BedulbedulBedul-p7b,yang penting ambil uang y..orang awam manah pahaamm..kapan LG..bisa bantu rakyat kecil gw dukung 100%😄😄,0,2025-05-05T15:42:01Z
@simsonroy4445,"Mungkin retina itu mau di pasang untuk robot.😂😂 
Jdi robot2 itu punya nama dan id khusus..",0,2025-05-05T15:35:16Z
@ockyku,Dengan adanya kejadian ini? Masih yakin menuju Indonesia emas?,0,2025-05-05T15:29:30Z
@dewandaru14,Bukti nyata pernyataan World Bank Sebut Kemiskinan Indonesia Capai 60% itu nyata,98,2025-05-05T15:28:22Z
@amorfati..,Strategi marketing S3,0,2025-05-05T15:26:45Z
@wildcats_12,Untuk org2 yg sangat2 kekurangan nominal itu sangat besar . untuk semisal datanya bocor pun ga ada kerugian .karena mereka tidak memiliki apapun .dan untuk data scan retina di negara ini pun entah kapan dipakainya,0,2025-05-05T15:05:08Z
@ybintangh,"Percayalah, bakal menyesal dikemudian hari!",4,2025-05-05T15:01:05Z
@VideoSetinganatauAsli,"Mana nichhhhh yang katanya buka lapangan kerjaaaaa .....???????????? 

Janji tinggal janji.. S1 maksimal pelamar dibawah umur 30 tahun... Kalau umur diatas 36 tahun masih bisa ngelamar  kerja kagak breeeee ???????????????",0,2025-05-05T14:51:09Z
@MuhripDoang,"Bagi yg udh login di apl tsb khususnya yg memiliki  tabungan di bank, mulailah utk berhati2 ada udang dibalik batu.
Oo iya satu lagi, dlm penomena sprti ini kita tdk bs sepenuhnya menyalahkan negara Krn pd dsrnya segala  keputusan ada pd diri kita masing2, jika ingin sukses maka kita musti kerja keras kita mesti punya prinsip kalau org lain bisa kenapa kita tidak, semoga Yg Maha kuasa egera membuka jalan tuk menuju hidup yg lebih baik terlebih bagi saudara2 kita yg masih kurang beruntung, aamiin 🤲🤲🤲",17,2025-05-05T14:48:30Z
@dhandyardiansyah6292,Siap - siap Nanti ada yg ke rumah DC pinjol belain uang 800 rb ogahh amatt...!!!,0,2025-05-05T14:46:05Z
@kakakiri2601,Awokawok,0,2025-05-05T14:41:08Z
@Aku_suroboyo-1,kasian Hercules gk bisa ikut 😂,0,2025-05-05T14:41:01Z
@SuwarnoSuwarno-w9y,Gak bahaya ta sulitnya mencari pekerjaan indentitasnya di jual lama lama Indonesia tanpa tuan,0,2025-05-05T14:39:56Z
@ss-ip1qp,"NKRI harga nego ... 
Kemiskinan pasti akan dipelihara, kalau ada yang bikin kebijakan ga waras rakyat ga bisa protes. Protes dalam keadaan perut kosong melelehkan akhirnya terima bansos jadi penurut. Seperti itu lah kondisi nya .",4,2025-05-05T14:39:12Z
@CPFARID007,Bodo amat,0,2025-05-05T14:37:47Z
@Jemmy_BengkelKu,Rekam data retina,0,2025-05-05T14:32:03Z
@januarizqiofficial,Perasaan data kita di kominfo udah jebol diluar negri ??,9,2025-05-05T14:30:05Z
@cettaearly,Sdm konoha lebih parah dr prindavan,0,2025-05-05T14:27:13Z
@SugiArto-u6c,Kita punya ribuan triliun harusnya bisa menciptakan ribuan pekerjaan untuk rakyat !,0,2025-05-05T14:20:57Z
@pitthipat,"Beras krisis bisa di cari, 60,3% kemiskinan ya malu le",0,2025-05-05T14:20:47Z
@apeyepeye,"Namanya SDM rendah... kepengen dapat duit instan ya bgitu... dulu manusia jual diri jdi budak, sekarang manusia jual data diri... sebagai budak perusahaan...",1,2025-05-05T14:20:41Z
@gunawanal5751,"apakah tahu codingan sebuah aplikasi  , tidak mengirim data secara sembunyi ? apa bisa memastikan aman , apa tahu isi sebuah aplikasi sedangkan aplikasi itu bukan milik kita? jangan cuma katanya katanya aman doang",0,2025-05-05T14:17:58Z
@ShrSuhartopwr,Bukti  gagalnya pemerintah  dlm  menangani  kemiskinan  terbukti  75 %  rakyatnya miskin,0,2025-05-05T14:17:52Z
@AniLiemarda,Jangan lakuin ya bahaya untuk data datamu. Resiko Identitasmu bisa disalahgunakan.,2,2025-05-05T14:16:57Z
@andamsstudio,"Tanpa ikut worldcoin pun, data kalian sudah bocor melalui aplikasi google yang kalian gunakan",0,2025-05-05T14:16:34Z
@hamidsofyan7316,Orang miskin wajib vaksitomi,0,2025-05-05T14:15:01Z
@tuniarohulu7641,Bukti negara gagal,1,2025-05-05T14:12:45Z
@Musk-v5d,Yang perlu di waspadai itu Berikan Sekolah Blockchain dan Ai diindonesia sejak dini biar ga dikit2 panik karena ketidaktahuan,17,2025-05-05T14:12:26Z
@ravincreations,"Orang miskin dimakan orang kaya, orang bodoh dimakan orang pintar. 🙄",8,2025-05-05T14:11:33Z
@Musk-v5d,Tanda SDM nya Ai masih rendah diindonesia. World tidak meminta data lain yang bisa dipalsukan . Mereka hanya ingin bukti manusia diretina mata yang setiap manusia berbeda seperti Sidik jari,0,2025-05-05T14:10:36Z
@AsepTasik-k6y,Hati hati dipakai Pinjol 😂,0,2025-05-05T14:10:10Z
@Musk-v5d,"Bukan cuma karena uang , Sam altman Ceo OpenAi chatgpt itu pelopornya Ai . World dibangun untuk di blockchain pembeda antara manusia dan Ai. Yang merugikan mereka pencuri data KYC akan rugi selama ini memanipulasi manusia dan bot yang sulit dibedakan",3,2025-05-05T14:08:38Z
@biancalestariw171,eh sorry ya ges udah ke back up data nya,0,2025-05-05T14:05:22Z
@pebriyani4437,bener bang ruby  retina kita dijadikan unik code seperti frasa sandi jadi gk sembarang orang bisa ngambil data retina kita,0,2025-05-05T14:02:32Z
@biancalestariw171,"bagaimana cara kita memberi tau mereka
bagaimana cara kita memberi tau mereka
bagaimana cara kita memberi tau mereka
bagaimana cara kita memberi tau mereka",0,2025-05-05T14:01:57Z
@AlfaAlfa-z6r,😂😂akibat kebodohan dan kemiskinan😂😂yg pntg dapat uang😂😂,0,2025-05-05T13:59:35Z
@Syakira-16q,Kita pegang aja omongan ahli ini,1,2025-05-05T13:57:44Z
@yutubkuful,eith.. Pemerintah sdh nyerah yah melindungi data warganya ? jadi kerajaan aja lah 😊,0,2025-05-05T13:55:44Z
@ourora__2358,Mana bps ini contoh negara kita miskin,0,2025-05-05T13:54:42Z
@Tama1996-d6u,PEMBODOHAN GAYA BARU....,0,2025-05-05T13:53:16Z
@langitcerah-y2y,"Ya namanya juga susah cari uang,jangan di larang2 donk,preman aja gak bisa di atasin...
Judol pun gak bisa di atasin
Apa lagi cartel narkoba seperti begal",1,2025-05-05T13:52:04Z
@andikurniawan2985,"Yg paham kripto pasti ketawa melihat ini dan rata"" developer nya cerdas karena didunia kripto itu kejam data diperjualbelikan",8,2025-05-05T13:50:10Z
@tinariana6527,Orang bodoh itu jujur mirus stop deh sayrda semua udhlhjngn hiroukn,0,2025-05-05T13:48:22Z
